,Survived,Sex,Age,SibSp,Parch,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S
443,1,0,-0.11338264511659583,0,0,0,1,0,0,0,1
445,1,1,-1.7705262938181487,0,2,1,0,0,0,0,1
446,1,0,-1.1490974255550663,0,1,0,1,0,0,0,1
447,1,1,0.3009032670587924,0,0,1,0,0,0,0,1
448,1,0,-1.7014786417889174,2,1,0,0,1,1,0,0
449,1,1,1.5437610035849572,0,0,1,0,0,0,0,1
450,0,1,0.43899857111725515,1,2,0,1,0,0,0,1
452,0,1,0.024712658941866902,0,0,1,0,0,1,0,0
453,1,1,1.3366180474972629,1,0,1,0,0,1,0,0
455,1,1,-0.044334993087364466,0,0,0,0,1,1,0,0
456,0,1,2.441380479964965,0,0,1,0,0,0,0,1
458,1,0,1.4056656995264942,0,0,0,1,0,0,0,1
460,1,1,1.2675703954680315,0,0,1,0,0,0,0,1
461,0,1,0.3009032670587924,0,0,0,0,1,0,0,1
462,0,1,1.1985227434388002,0,0,1,0,0,0,0,1
463,0,1,1.2675703954680315,0,0,0,1,0,0,0,1
465,0,1,0.5770938751757179,0,0,0,0,1,0,0,1
467,0,1,1.8199516117018826,0,0,1,0,0,0,0,1
469,1,0,-1.9949311629131508,2,1,0,0,1,1,0,0
471,0,1,0.5770938751757179,0,0,0,0,1,0,0,1
472,1,0,0.231855615029561,1,2,0,1,0,0,0,1
473,1,0,-0.4586209052627527,0,0,0,1,0,1,0,0
474,0,0,-0.527668557291984,0,0,0,0,1,0,0,1
476,0,1,0.3009032670587924,1,0,0,1,0,0,0,1
477,0,1,-0.044334993087364466,1,0,0,0,1,0,0,1
478,0,1,-0.527668557291984,0,0,0,0,1,0,0,1
479,1,0,-1.9086215978766115,0,1,0,0,1,0,0,1
480,0,1,-1.425288033671992,5,2,0,0,1,0,0,1
482,0,1,1.4056656995264942,0,0,0,0,1,0,0,1
483,1,0,2.3032851759065025,0,0,0,0,1,0,0,1
484,1,1,-0.32052560120428997,1,0,1,0,0,1,0,0
486,1,0,0.36995091908802374,1,0,1,0,0,0,0,1
487,0,1,1.9580469157603453,0,0,1,0,0,1,0,0
488,0,1,0.024712658941866902,0,0,0,0,1,0,0,1
489,1,1,-1.425288033671992,1,1,0,0,1,0,0,1
491,0,1,-0.5967162093212154,0,0,0,0,1,0,0,1
492,0,1,1.7509039596726512,0,0,1,0,0,0,0,1
493,0,1,2.8556663921403533,0,0,1,0,0,1,0,0
494,0,1,-0.5967162093212154,0,0,0,0,1,0,0,1
496,1,0,1.6818563076434199,1,0,1,0,0,1,0,0
498,0,0,-0.32052560120428997,1,2,1,0,0,0,0,1
499,0,1,-0.3895732532335213,0,0,0,0,1,0,0,1
500,0,1,-0.8729068174381409,0,0,0,0,1,0,0,1
501,0,0,-0.5967162093212154,0,0,0,0,1,0,1,0
503,0,0,0.5080462231464865,0,0,0,0,1,0,0,1
504,1,0,-0.9419544694673723,0,0,1,0,0,0,0,1
505,0,1,-0.8038591654089096,1,0,1,0,0,1,0,0
506,1,0,0.231855615029561,0,2,0,1,0,0,0,1
508,0,1,-0.11338264511659583,0,0,0,0,1,0,0,1
509,1,1,-0.25147794917505856,0,0,0,0,1,0,0,1
510,1,1,-0.044334993087364466,0,0,0,0,1,0,1,0
512,1,1,0.43899857111725515,0,0,1,0,0,0,0,1
513,1,0,1.6818563076434199,1,0,1,0,0,1,0,0
514,0,1,-0.3895732532335213,0,0,0,0,1,0,0,1
515,0,1,1.1985227434388002,0,0,1,0,0,0,0,1
516,1,0,0.3009032670587924,0,0,0,1,0,0,0,1
518,1,0,0.43899857111725515,1,0,0,1,0,0,0,1
519,0,1,0.16280796300032965,0,0,0,0,1,0,0,1
520,1,0,0.024712658941866902,0,0,1,0,0,0,0,1
521,0,1,-0.527668557291984,0,0,0,0,1,0,0,1
523,1,0,0.9913797873511061,0,1,1,0,0,1,0,0
525,0,1,0.7497130052487962,0,0,0,0,1,0,1,0
526,1,0,1.4056656995264942,0,0,0,1,0,0,0,1
528,0,1,0.6461415272049492,0,0,0,0,1,0,0,1
529,0,1,-0.4586209052627527,2,1,0,1,0,0,0,1
530,1,0,-1.9086215978766115,1,1,0,1,0,0,0,1
532,0,1,-0.8729068174381409,1,1,0,0,1,1,0,0
534,0,0,0.024712658941866902,0,0,0,0,1,0,0,1
535,1,0,-1.5633833377304547,0,2,0,1,0,0,0,1
536,0,1,1.0604274393803375,0,0,1,0,0,0,0,1
537,1,0,0.024712658941866902,0,0,1,0,0,1,0,0
539,1,0,-0.527668557291984,0,2,1,0,0,1,0,0
540,1,0,0.43899857111725515,0,2,1,0,0,0,0,1
541,0,0,-1.425288033671992,4,2,0,0,1,0,0,1
542,0,0,-1.287192729613529,4,2,0,0,1,0,0,1
543,1,1,0.16280796300032965,1,0,0,1,0,0,0,1
544,0,1,1.4056656995264942,1,0,1,0,0,1,0,0
545,0,1,2.372332827935734,0,0,1,0,0,0,0,1
546,1,0,-0.7348115133796782,1,0,0,1,0,0,0,1
548,0,1,0.231855615029561,1,1,0,0,1,0,0,1
549,1,1,-1.4943356857012233,1,1,0,1,0,0,0,1
550,1,1,-0.8729068174381409,0,2,1,0,0,1,0,0
551,0,1,-0.1824302971458272,0,0,0,1,0,0,0,1
553,1,1,-0.527668557291984,0,0,0,0,1,1,0,0
554,1,0,-0.527668557291984,0,0,0,0,1,0,0,1
555,0,1,2.234237523877271,0,0,1,0,0,0,0,1
556,1,0,1.2675703954680315,1,0,1,0,0,1,0,0
558,1,0,0.6461415272049492,1,1,1,0,0,0,0,1
559,1,0,0.43899857111725515,1,0,0,0,1,0,0,1
561,0,1,0.7151891792341806,0,0,0,0,1,0,0,1
562,0,1,-0.11338264511659583,0,0,0,1,0,0,0,1
565,0,1,-0.3895732532335213,2,0,0,0,1,0,0,1
566,0,1,-0.7348115133796782,0,0,0,0,1,0,0,1
567,0,0,-0.044334993087364466,0,4,0,0,1,0,0,1
569,1,1,0.16280796300032965,0,0,0,0,1,0,0,1
570,1,1,2.234237523877271,0,0,0,1,0,0,0,1
571,1,0,1.6128086556141885,2,0,1,0,0,0,0,1
572,1,1,0.43899857111725515,0,0,1,0,0,0,0,1
574,0,1,-0.9419544694673723,0,0,0,0,1,0,0,1
575,0,1,-0.7348115133796782,0,0,0,0,1,0,0,1
576,1,0,0.3009032670587924,0,0,0,1,0,0,0,1
577,1,0,0.6461415272049492,1,0,1,0,0,0,0,1
579,1,1,0.16280796300032965,0,0,0,0,1,0,0,1
580,1,0,-0.32052560120428997,1,1,0,1,0,0,0,1
581,1,0,0.6461415272049492,1,1,1,0,0,1,0,0
582,0,1,1.6818563076434199,0,0,0,1,0,0,0,1
583,0,1,0.43899857111725515,0,0,1,0,0,1,0,0
585,1,0,-0.8038591654089096,0,2,1,0,0,0,0,1
586,0,1,1.1985227434388002,0,0,0,1,0,0,0,1
587,1,1,2.096142219818808,1,1,1,0,0,1,0,0
588,0,1,-0.527668557291984,0,0,0,0,1,0,0,1
590,0,1,0.36995091908802374,0,0,0,0,1,0,0,1
591,1,0,1.5437610035849572,1,0,1,0,0,1,0,0
592,0,1,1.1985227434388002,0,0,0,0,1,0,0,1
594,0,1,0.5080462231464865,1,0,0,1,0,0,0,1
595,0,1,0.43899857111725515,1,1,0,0,1,0,0,1
597,0,1,1.3366180474972629,0,0,0,0,1,0,0,1
599,1,1,1.3366180474972629,1,0,1,0,0,1,0,0
600,1,0,-0.3895732532335213,2,1,0,1,0,0,0,1
603,0,1,0.9913797873511061,0,0,0,0,1,0,0,1
604,1,1,0.36995091908802374,0,0,1,0,0,1,0,0
605,0,1,0.43899857111725515,1,0,0,0,1,0,0,1
606,0,1,0.024712658941866902,0,0,0,0,1,0,0,1
607,1,1,-0.1824302971458272,0,0,1,0,0,0,0,1
608,1,0,-0.527668557291984,1,2,0,1,0,1,0,0
609,1,0,0.7151891792341806,0,0,1,0,0,0,0,1
610,0,0,0.6461415272049492,1,5,0,0,1,0,0,1
614,0,1,0.36995091908802374,0,0,0,0,1,0,0,1
615,1,0,-0.3895732532335213,1,2,0,1,0,0,0,1
616,0,1,0.3009032670587924,1,1,0,0,1,0,0,1
617,0,0,-0.25147794917505856,1,0,0,0,1,0,0,1
618,1,0,-1.7705262938181487,2,1,0,1,0,0,0,1
619,0,1,-0.25147794917505856,0,0,0,1,0,0,0,1
620,0,1,-0.1824302971458272,1,0,0,0,1,1,0,0
621,1,1,0.8532844832926434,1,0,1,0,0,0,0,1
622,1,1,-0.6657638613504469,1,1,0,0,1,1,0,0
623,0,1,-0.5967162093212154,0,0,0,0,1,0,0,1
624,0,1,-0.5967162093212154,0,0,0,0,1,0,0,1
625,0,1,2.1651898718480393,0,0,1,0,0,0,0,1
626,0,1,1.888999263731114,0,0,0,1,0,0,1,0
627,1,0,-0.5967162093212154,0,0,1,0,0,0,0,1
628,0,1,-0.25147794917505856,0,0,0,0,1,0,0,1
630,1,1,3.4770952604034355,0,0,1,0,0,0,0,1
631,0,1,1.4747133515557256,0,0,0,0,1,0,0,1
632,1,1,0.16280796300032965,0,0,1,0,0,1,0,0
634,0,0,-1.425288033671992,3,2,0,0,1,0,0,1
635,1,0,-0.11338264511659583,0,0,0,1,0,0,0,1
636,0,1,0.16280796300032965,0,0,0,0,1,0,0,1
637,0,1,0.09376031097109827,1,1,0,1,0,0,0,1
638,0,0,0.7842368312634119,0,5,0,0,1,0,0,1
640,0,1,-0.6657638613504469,0,0,0,0,1,0,0,1
641,1,0,-0.3895732532335213,0,0,1,0,0,1,0,0
642,0,0,-1.9086215978766115,3,2,0,0,1,0,0,1
644,1,0,-1.9949311629131508,2,1,0,0,1,1,0,0
645,1,1,1.2675703954680315,1,0,1,0,0,1,0,0
646,0,1,-0.7348115133796782,0,0,0,0,1,0,0,1
647,1,1,1.8199516117018826,0,0,1,0,0,1,0,0
649,1,0,-0.4586209052627527,0,0,0,0,1,0,0,1
651,1,0,-0.8038591654089096,0,1,0,1,0,0,0,1
652,0,1,-0.5967162093212154,0,0,0,0,1,0,0,1
654,0,0,-0.8038591654089096,0,0,0,0,1,0,1,0
655,0,1,-0.3895732532335213,2,0,0,1,0,0,0,1
657,0,0,0.16280796300032965,1,1,0,0,1,0,1,0
658,0,1,-0.4586209052627527,0,0,0,1,0,0,0,1
659,0,1,1.9580469157603453,0,2,1,0,0,1,0,0
660,1,1,1.4056656995264942,2,0,1,0,0,0,0,1
661,0,1,0.7151891792341806,0,0,0,0,1,1,0,0
662,0,1,1.1985227434388002,0,0,1,0,0,0,0,1
663,0,1,0.43899857111725515,0,0,0,0,1,0,0,1
664,1,1,-0.6657638613504469,1,0,0,0,1,0,0,1
665,0,1,0.16280796300032965,2,0,0,1,0,0,0,1
666,0,1,-0.32052560120428997,0,0,0,1,0,0,0,1
668,0,1,0.9223321353218747,0,0,0,0,1,0,0,1
670,1,0,0.7151891792341806,1,1,0,1,0,0,0,1
671,0,1,0.09376031097109827,1,0,1,0,0,0,0,1
672,0,1,2.786618740111122,0,0,0,1,0,0,0,1
673,1,1,0.09376031097109827,0,0,0,1,0,0,0,1
675,0,1,-0.8038591654089096,0,0,0,0,1,0,0,1
676,0,1,-0.35504942721890564,0,0,0,0,1,0,0,1
677,1,0,-0.8038591654089096,0,0,0,0,1,0,0,1
678,0,0,0.9223321353218747,1,6,0,0,1,0,0,1
679,1,1,0.43899857111725515,0,1,1,0,0,1,0,0
681,1,1,-0.1824302971458272,0,0,1,0,0,1,0,0
682,0,1,-0.6657638613504469,0,0,0,0,1,0,0,1
683,0,1,-1.080049773525835,5,2,0,0,1,0,0,1
684,0,1,2.096142219818808,1,1,0,1,0,0,0,1
685,0,1,-0.32052560120428997,1,2,0,1,0,1,0,0
686,0,1,-1.080049773525835,4,1,0,0,1,0,0,1
687,0,1,-0.7348115133796782,0,0,0,0,1,0,0,1
688,0,1,-0.8038591654089096,0,0,0,0,1,0,0,1
689,1,0,-1.0110021214966036,0,1,1,0,0,0,0,1
690,1,1,0.09376031097109827,1,0,1,0,0,0,0,1
691,1,0,-1.7705262938181487,0,1,0,0,1,1,0,0
693,0,1,-0.32052560120428997,0,0,0,0,1,1,0,0
694,0,1,2.096142219818808,0,0,1,0,0,0,0,1
695,0,1,1.5437610035849572,0,0,0,1,0,0,0,1
696,0,1,0.9913797873511061,0,0,0,0,1,0,0,1
698,0,1,1.3366180474972629,1,1,1,0,0,1,0,0
699,0,1,0.8532844832926434,0,0,0,0,1,0,0,1
700,1,0,-0.8038591654089096,1,0,1,0,0,1,0,0
701,1,1,0.36995091908802374,0,0,1,0,0,0,0,1
702,0,0,-0.8038591654089096,0,1,0,0,1,1,0,0
703,0,1,-0.32052560120428997,0,0,0,0,1,0,1,0
704,0,1,-0.25147794917505856,1,0,0,0,1,0,0,1
705,0,1,0.6461415272049492,0,0,0,1,0,0,0,1
706,1,0,1.0604274393803375,0,0,0,1,0,0,0,1
707,1,1,0.8532844832926434,0,0,1,0,0,0,0,1
708,1,0,-0.527668557291984,0,0,1,0,0,0,0,1
710,1,0,-0.3895732532335213,0,0,1,0,0,1,0,0
712,1,1,1.2675703954680315,1,0,1,0,0,0,0,1
713,0,1,-0.044334993087364466,0,0,0,0,1,0,0,1
714,0,1,1.5437610035849572,0,0,0,1,0,0,0,1
715,0,1,-0.7348115133796782,0,0,0,0,1,0,0,1
716,1,0,0.5770938751757179,0,0,1,0,0,1,0,0
717,1,0,-0.1824302971458272,0,0,0,1,0,0,0,1
719,0,1,0.231855615029561,0,0,0,0,1,0,0,1
720,1,0,-1.632430989759686,0,1,0,1,0,0,0,1
721,0,1,-0.8729068174381409,1,0,0,0,1,0,0,1
722,0,1,0.3009032670587924,0,0,0,1,0,0,0,1
723,0,1,1.4056656995264942,0,0,0,1,0,0,0,1
724,1,1,-0.1824302971458272,1,0,1,0,0,0,0,1
725,0,1,-0.6657638613504469,0,0,0,0,1,0,0,1
726,1,0,0.024712658941866902,3,0,0,1,0,0,0,1
728,0,1,-0.32052560120428997,1,0,0,1,0,0,0,1
729,0,0,-0.32052560120428997,1,0,0,0,1,0,0,1
730,1,0,-0.044334993087364466,0,0,1,0,0,0,0,1
731,0,1,-1.287192729613529,0,0,0,0,1,1,0,0
733,0,1,-0.4586209052627527,0,0,0,1,0,0,0,1
734,0,1,-0.4586209052627527,0,0,0,1,0,0,0,1
735,0,1,-0.07885881910198016,0,0,0,0,1,0,0,1
736,0,0,1.2675703954680315,1,3,0,0,1,0,0,1
737,1,1,0.36995091908802374,0,0,1,0,0,1,0,0
741,0,1,0.43899857111725515,1,0,1,0,0,0,0,1
742,1,0,-0.5967162093212154,2,2,1,0,0,1,0,0
743,0,1,-0.3895732532335213,1,0,0,0,1,0,0,1
744,1,1,0.09376031097109827,0,0,0,0,1,0,0,1
745,0,1,2.786618740111122,1,1,1,0,0,0,0,1
746,0,1,-0.9419544694673723,1,1,0,0,1,0,0,1
747,1,0,0.024712658941866902,0,0,0,1,0,0,0,1
748,0,1,-0.7348115133796782,1,0,1,0,0,0,0,1
749,0,1,0.09376031097109827,0,0,0,0,1,0,1,0
750,1,0,-1.7705262938181487,1,1,0,1,0,0,0,1
751,1,1,-1.632430989759686,0,1,0,0,1,0,0,1
752,0,1,0.231855615029561,0,0,0,0,1,0,0,1
753,0,1,-0.4586209052627527,0,0,0,0,1,0,0,1
754,1,0,1.2675703954680315,1,2,0,1,0,0,0,1
755,1,1,-2.000454975075489,1,1,0,1,0,0,0,1
756,0,1,-0.11338264511659583,0,0,0,0,1,0,0,1
757,0,1,-0.8038591654089096,0,0,0,1,0,0,0,1
758,0,1,0.3009032670587924,0,0,0,0,1,0,0,1
759,1,0,0.231855615029561,0,0,1,0,0,0,0,1
761,0,1,0.7842368312634119,0,0,0,0,1,0,0,1
762,1,1,-0.6657638613504469,0,0,0,0,1,1,0,0
763,1,0,0.43899857111725515,1,2,1,0,0,0,0,1
764,0,1,-0.9419544694673723,0,0,0,0,1,0,0,1
765,1,0,1.4747133515557256,1,0,1,0,0,0,0,1
767,0,0,0.05923648495648259,0,0,0,0,1,0,1,0
769,0,1,0.16280796300032965,0,0,0,0,1,0,0,1
770,0,1,-0.3895732532335213,0,0,0,0,1,0,0,1
771,0,1,1.2675703954680315,0,0,0,0,1,0,0,1
772,0,0,1.888999263731114,0,0,0,1,0,0,0,1
774,1,0,1.6818563076434199,1,3,0,1,0,0,0,1
775,0,1,-0.8038591654089096,0,0,0,0,1,0,0,1
777,1,0,-1.7014786417889174,0,0,0,0,1,0,0,1
779,1,0,0.9223321353218747,0,1,1,0,0,0,0,1
780,1,0,-1.1490974255550663,0,0,0,0,1,1,0,0
781,1,0,-0.8729068174381409,1,0,1,0,0,0,0,1
782,0,1,-0.044334993087364466,0,0,1,0,0,0,0,1
784,0,1,-0.32052560120428997,0,0,0,0,1,0,0,1
785,0,1,-0.32052560120428997,0,0,0,0,1,0,0,1
786,1,0,-0.8038591654089096,0,0,0,0,1,0,0,1
787,0,1,-1.4943356857012233,4,1,0,0,1,0,1,0
788,1,1,-1.9776692499058428,1,2,0,0,1,0,0,1
789,0,1,1.1294750914095688,0,0,1,0,0,1,0,0
791,0,1,-0.9419544694673723,0,0,0,1,0,0,0,1
794,0,1,-0.32052560120428997,0,0,0,0,1,0,0,1
795,0,1,0.6461415272049492,0,0,0,1,0,0,0,1
796,1,0,1.3366180474972629,0,0,1,0,0,0,0,1
797,1,0,0.09376031097109827,0,0,0,0,1,0,0,1
798,0,1,0.024712658941866902,0,0,0,0,1,1,0,0
799,0,0,0.024712658941866902,1,1,0,0,1,0,0,1
800,0,1,0.3009032670587924,0,0,0,1,0,0,0,1
801,1,0,0.09376031097109827,1,1,0,1,0,0,0,1
802,1,1,-1.287192729613529,1,2,1,0,0,0,0,1
803,1,1,-2.0177168880827967,0,1,0,0,1,1,0,0
804,1,1,-0.1824302971458272,0,0,0,0,1,0,0,1
805,0,1,0.09376031097109827,0,0,0,0,1,0,0,1
806,0,1,0.6461415272049492,0,0,1,0,0,0,0,1
807,0,0,-0.8038591654089096,0,0,0,0,1,0,0,1
808,0,1,0.6461415272049492,0,0,0,1,0,0,0,1
809,1,0,0.231855615029561,1,0,1,0,0,0,0,1
810,0,1,-0.25147794917505856,0,0,0,0,1,0,0,1
811,0,1,0.6461415272049492,0,0,0,0,1,0,0,1
812,0,1,0.36995091908802374,0,0,0,1,0,0,0,1
813,0,0,-1.632430989759686,4,2,0,0,1,0,0,1
814,0,1,0.05923648495648259,0,0,0,0,1,0,0,1
816,0,0,-0.4586209052627527,0,0,0,0,1,0,0,1
817,0,1,0.09376031097109827,1,1,0,1,0,1,0,0
818,0,1,0.9223321353218747,0,0,0,0,1,0,0,1
819,0,1,-1.3562403816427606,3,2,0,0,1,0,0,1
820,1,0,1.5437610035849572,1,1,1,0,0,0,0,1
821,1,1,-0.1824302971458272,0,0,0,0,1,0,0,1
822,0,1,0.5770938751757179,0,0,1,0,0,0,0,1
823,1,0,-0.1824302971458272,0,1,0,0,1,0,0,1
824,0,1,-1.9086215978766115,4,1,0,0,1,0,0,1
827,1,1,-1.9776692499058428,0,2,0,1,0,1,0,0
830,1,0,-1.0110021214966036,1,0,0,0,1,1,0,0
831,1,1,-1.9894073507508123,1,1,0,1,0,0,0,1
833,0,1,-0.4586209052627527,0,0,0,0,1,0,0,1
834,0,1,-0.8038591654089096,0,0,0,0,1,0,0,1
835,1,0,0.6461415272049492,1,1,1,0,0,1,0,0
836,0,1,-0.5967162093212154,0,0,0,0,1,0,0,1
838,1,1,0.16280796300032965,0,0,0,0,1,0,0,1
840,0,1,-0.6657638613504469,0,0,0,0,1,0,0,1
841,0,1,-0.9419544694673723,0,0,0,1,0,0,0,1
842,1,0,0.024712658941866902,0,0,1,0,0,1,0,0
843,0,1,0.33542709307340807,0,0,0,0,1,1,0,0
844,0,1,-0.8729068174381409,0,0,0,0,1,0,0,1
845,0,1,0.8532844832926434,0,0,0,0,1,0,0,1
847,0,1,0.36995091908802374,0,0,0,0,1,1,0,0
848,0,1,-0.11338264511659583,0,1,0,1,0,0,0,1
850,0,1,-1.7705262938181487,4,2,0,0,1,0,0,1
851,0,1,3.0628093482280474,0,0,0,0,1,0,0,1
852,0,0,-1.425288033671992,1,1,0,0,1,1,0,0
853,1,0,-0.9419544694673723,0,1,1,0,0,0,0,1
854,0,0,0.9913797873511061,1,0,0,1,0,0,0,1
855,1,0,-0.8038591654089096,0,1,0,0,1,0,0,1
856,1,0,1.0604274393803375,1,1,1,0,0,0,0,1
857,1,1,1.4747133515557256,0,0,1,0,0,0,0,1
858,1,0,-0.3895732532335213,0,3,0,0,1,1,0,0
860,0,1,0.7842368312634119,2,0,0,0,1,0,0,1
861,0,1,-0.5967162093212154,1,0,0,1,0,0,0,1
862,1,0,1.2675703954680315,0,0,1,0,0,0,0,1
864,0,1,-0.3895732532335213,0,0,0,1,0,0,0,1
865,1,0,0.8532844832926434,0,0,0,1,0,0,0,1
866,1,0,-0.1824302971458272,1,0,0,1,0,1,0,0
867,0,1,0.09376031097109827,0,0,1,0,0,0,0,1
869,1,1,-1.7705262938181487,1,1,0,0,1,0,0,1
870,0,1,-0.25147794917505856,0,0,0,0,1,0,0,1
871,1,0,1.1985227434388002,1,1,1,0,0,0,0,1
872,0,1,0.231855615029561,0,0,1,0,0,0,0,1
873,0,1,1.1985227434388002,0,0,0,0,1,0,0,1
874,1,0,-0.11338264511659583,1,0,0,1,0,1,0,0
875,1,0,-1.0110021214966036,0,0,0,0,1,1,0,0
876,0,1,-0.6657638613504469,0,0,0,0,1,0,0,1
877,0,1,-0.7348115133796782,0,0,0,0,1,0,0,1
879,1,0,1.8199516117018826,0,1,1,0,0,1,0,0
880,1,0,-0.32052560120428997,0,1,0,1,0,0,0,1
881,0,1,0.231855615029561,0,0,0,0,1,0,0,1
882,0,0,-0.527668557291984,0,0,0,0,1,0,0,1
883,0,1,-0.11338264511659583,0,0,0,1,0,0,0,1
884,0,1,-0.32052560120428997,0,0,0,0,1,0,0,1
885,0,0,0.6461415272049492,0,5,0,0,1,0,1,0
886,0,1,-0.1824302971458272,0,0,0,1,0,0,0,1
887,1,0,-0.7348115133796782,0,0,1,0,0,0,0,1
889,1,1,-0.25147794917505856,0,0,1,0,0,1,0,0
890,0,1,0.16280796300032965,0,0,0,0,1,0,1,0
